"Name","Team","G","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","BsR","Fld","-1","Off","Def","WAR","-1","ADP","playerid"
"José Briceño","","36","120","110","26","4","0","5","13","14","6","28","1","1","0","",".236",".280",".409",".689",".295","","0.1","0.1","","-4.5","2.3","0.2","","999.0","13151"
"Bo Naylor","CLE","96","395","362","70","12","2","12","44","42","28","128","2","8","1","",".193",".254",".337",".591",".257","","0.9","-0.2","","-18.6","7.0","0.2","","999.0","sa3008247"
"Nick Raposo","STL","46","150","135","30","4","1","1","20","10","11","32","2","1","0","",".222",".289",".289",".577",".260","","0.1","0.8","","-6.8","3.6","0.2","","999.0","sa3015018"
"Chadwick Tromp","ATL","65","228","209","45","8","1","8","25","25","14","58","2","0","1","",".215",".269",".378",".647",".279","","-0.6","-0.8","","-9.3","3.4","0.2","","999.0","16953"
"Luke Maile","MIL","57","176","157","32","8","0","2","20","15","16","52","2","1","0","",".204",".286",".293",".579",".262","","0.1","1.4","","-8.9","4.7","0.2","","999.0","13355"
"Logan Driscoll","TBR","57","233","214","46","10","1","5","23","20","14","67","2","1","1","",".215",".267",".341",".608",".265","","-0.4","-1.9","","-8.7","2.4","0.2","","999.0","sa3009882"
"Josh Breaux","NYY","86","361","336","72","12","1","15","38","48","19","103","1","1","0","",".214",".256",".390",".646",".276","","0.0","-5.8","","-11.7","0.8","0.1","","999.0","sa3008051"
"Stephen Vogt","","77","237","210","43","10","1","7","23","27","24","59","0","0","0","",".205",".284",".362",".646",".280","","-0.2","-2.1","","-8.9","2.2","0.1","","999.0","5000"
"Alex Isola","MIN","99","422","386","87","13","0","15","51","52","33","94","1","1","0","",".225",".287",".376",".663",".288","","-0.1","-10.9","","-10.1","-3.1","0.1","","999.0","sa1170516"
"Roberto Peña","","44","163","150","31","7","0","3","17","14","11","29","1","0","0","",".207",".265",".313",".579",".256","","-0.1","0.8","","-8.3","3.8","0.1","","999.0","sa548359"
"Ricardo Genovés","SFG","109","427","394","90","18","0","12","50","40","26","107","3","0","1","",".228",".280",".365",".645",".281","","-0.7","-7.5","","-13.4","0.4","0.1","","999.0","sa916844"
"Austin Romine","","56","177","169","41","8","0","4","17","22","7","48","0","0","0","",".243",".271",".361",".632",".273","","-0.1","-0.6","","-7.5","2.7","0.1","","999.0","5491"
"Blake Sabol","PIT","70","304","275","61","11","2","6","35","26","25","92","1","4","2","",".222",".287",".342",".629",".276","","-0.3","-3.6","","-11.3","2.0","0.1","","999.0","sa3010269"
"Martin Cervenka","","69","237","215","41","7","0","6","21","20","16","69","2","1","0","",".191",".250",".307",".557",".245","","0.0","1.7","","-13.1","6.0","0.1","","999.0","sa492636"
"Sebastian Rivero","KCR","72","251","232","50","11","1","4","25","21","13","66","4","2","1","",".216",".268",".323",".591",".258","","-0.2","0.5","","-12.8","5.1","0.1","","999.0","21735"
"Jose Colina","NYM","40","136","125","23","4","0","4","15","13","9","47","2","0","0","",".184",".250",".312",".562",".249","","-0.1","0.9","","-7.2","3.4","0.1","","999.0","sa872875"
"Chris Rabago","DET","56","199","181","38","8","0","3","21","16","16","51","1","4","2","",".210",".278",".304",".582",".258","","-0.2","4.4","","-14.0","8.1","0.1","","999.0","sa829062"
"Chad Wallach","LAA","88","336","297","57","10","1","11","33","36","31","106","5","0","0","",".192",".278",".343",".621",".273","","-0.2","-4.5","","-12.5","1.7","0.1","","999.0","17161"
"Juan Centeno","","68","245","227","56","11","0","2","27","21","14","37","2","1","0","",".247",".295",".322",".617",".273","","0.0","-1.6","","-10.5","2.9","0.1","","999.0","7168"
"Kekai Rios","LAD","43","148","135","26","5","0","3","15","12","10","44","1","1","0","",".193",".252",".296",".548",".243","","0.1","1.9","","-9.0","4.6","0.1","","999.0","sa3007282"
"Donny Sands","PHI","90","348","321","74","14","1","11","38","37","21","71","2","1","1","",".231",".280",".383",".664",".287","","-0.5","-6.4","","-11.1","0.0","0.0","","999.0","sa875201"
"Hunter Feduccia","LAD","82","319","288","64","12","1","8","37","34","26","76","1","1","1","",".222",".287",".354",".641",".281","","-0.5","-6.0","","-10.1","-0.1","0.0","","999.0","sa3007872"
"Brian Navarreto","","61","224","206","42","8","0","6","20","18","11","52","2","0","0","",".204",".249",".330",".579",".252","","-0.1","0.6","","-11.9","4.7","0.0","","999.0","16398"
"Patrick Mazeika","NYM","94","347","313","68","14","0","9","36","36","23","69","5","0","0","",".217",".278",".348",".627",".273","","-0.2","-6.1","","-11.5","0.3","0.0","","999.0","18142"
"Chris Herrmann","","47","166","147","31","6","1","4","17","16","16","51","1","0","0","",".211",".291",".347",".638",".279","","-0.1","-2.3","","-6.2","0.8","0.0","","999.0","9284"
"Brent Diaz","MIL","63","218","193","35","7","0","5","23","18","17","74","5","2","2","",".181",".263",".295",".558",".250","","-0.6","2.7","","-13.8","6.7","0.0","","999.0","sa3004297"
"Iván Herrera","STL","101","437","387","79","12","0","13","54","45","36","101","5","1","2","",".204",".277",".336",".613",".270","","-1.0","-5.0","","-17.3","3.0","0.0","","999.0","sa3003191"
"Beau Taylor","","76","260","227","46","10","1","4","29","19","27","73","3","0","0","",".203",".293",".308",".602",".269","","-0.2","-3.0","","-10.5","1.7","0.0","","999.0","12384"
"Jason Lopez","","62","228","208","38","7","0","4","24","19","18","72","1","4","0","",".183",".250",".274",".524",".235","","0.6","2.6","","-14.5","6.8","0.0","","999.0","sa872552"
"Gavin Collins","CLE","76","286","260","54","10","1","7","29","26","18","63","5","1","2","",".208",".270",".335",".605",".266","","-0.8","-2.4","","-12.9","2.9","0.0","","999.0","sa857219"
"Chris Okey","CIN","66","208","188","38","7","1","7","24","23","16","66","2","0","0","",".202",".271",".362",".632",".274","","-0.1","-1.3","","-9.7","2.5","0.0","","999.0","sa738505"
"Jett Bandy","","55","198","180","38","7","0","6","21","19","10","54","6","0","1","",".211",".274",".350",".624",".274","","-0.6","-2.1","","-8.6","1.5","0.0","","999.0","12508"
"Juan Graterol","ARI","61","220","206","50","7","0","1","19","15","7","24","4","0","0","",".243",".279",".291",".570",".253","","-0.2","1.5","","-13.2","5.6","0.0","","999.0","5398"
"Taylor Davis","","63","231","206","48","6","0","3","26","17","21","33","1","0","0","",".233",".306",".306",".612",".273","","-0.2","-3.2","","-9.2","1.1","0.0","","999.0","12782"
"Blake Hunt","TBR","82","341","313","59","12","1","7","32","27","24","100","2","1","0","",".188",".250",".300",".550",".244","","0.0","0.0","","-18.3","6.2","-0.1","","999.0","sa3004153"
"Kole Cottam","BOS","76","302","271","57","14","1","7","30","26","22","98","5","0","1","",".210",".280",".347",".627",".275","","-0.6","-3.8","","-12.6","1.8","-0.1","","999.0","sa3006780"
"Mike Rivera","CLE","53","192","174","32","7","0","3","19","14","13","51","2","0","0","",".184",".247",".276",".523",".234","","-0.1","2.6","","-13.2","6.1","-0.1","","999.0","sa829667"
"Alex Dunlap","","51","182","165","31","7","0","4","19","16","14","59","2","0","0","",".188",".258",".303",".561",".250","","-0.1","1.4","","-11.3","4.7","-0.1","","999.0","sa3004878"
"Aaron Antonini","STL","66","249","216","34","6","0","6","30","20","20","67","11","0","0","",".157",".262",".269",".531",".244","","-0.2","1.4","","-14.8","6.0","-0.1","","999.0","sa3010906"
"Chuckie Robinson","CIN","82","313","287","61","10","1","9","31","28","21","84","4","3","2","",".213",".275",".348",".623",".273","","-0.5","-1.7","","-15.0","4.0","-0.1","","999.0","sa918471"
"Erik Ostberg","TBR","59","216","199","41","6","1","5","23","20","15","66","1","0","1","",".206",".264",".322",".585",".258","","-0.6","-2.3","","-9.7","1.7","-0.1","","999.0","sa3004505"
"Christian Kelley","","65","222","200","39","7","1","4","23","18","17","64","3","0","0","",".195",".267",".300",".567",".251","","-0.2","1.0","","-13.4","5.1","-0.1","","999.0","sa875583"
"Nick Dalesandro","ARI","68","248","220","45","6","0","1","22","13","22","71","2","16","2","",".205",".280",".245",".526",".242","","2.1","0.9","","-14.8","5.5","-0.1","","999.0","sa3007503"
"Andrew Susac","","23","85","74","14","3","0","3","8","7","10","25","1","1","1","",".189",".294",".351",".645",".287","","-0.3","-2.9","","-2.6","-1.4","-0.1","","999.0","13132"
"Raudy Read","","65","251","235","59","12","2","10","29","34","11","56","2","0","0","",".251",".288",".447",".735",".310","","-0.2","-1.9","","-3.0","-6.6","-0.1","","999.0","15766"
"Andrew Knapp","CIN","67","168","142","31","7","1","3","15","17","22","50","2","0","0","",".218",".329",".345",".674",".300","","-0.1","-5.8","","-4.2","-2.7","-0.1","","600.9","14942"
"Sandy León","CLE","74","214","195","35","5","0","5","17","16","14","61","2","0","0","",".179",".241",".282",".523",".233","","-0.1","2.4","","-15.0","6.3","-0.1","","999.0","5273"
"Caleb Joseph","SEA","67","220","204","41","9","1","5","22","17","10","65","3","0","0","",".201",".247",".328",".575",".250","","-0.1","-2.1","","-11.0","1.9","-0.2","","999.0","7087"
"Joe Hudson","","53","188","170","31","6","0","4","18","15","14","55","0","0","0","",".182",".242",".288",".530",".232","","-0.1","2.5","","-13.8","6.0","-0.2","","999.0","14412"
"Jonathan Morales","","65","230","212","43","9","0","3","21","17","13","46","2","0","0","",".203",".253",".288",".541",".240","","-0.2","2.9","","-16.4","7.1","-0.2","","999.0","sa875808"
"Sam Huff","TEX","101","410","382","85","15","1","15","44","43","22","144","4","2","3","",".223",".271",".385",".656",".282","","-1.1","4.0","","-12.2","-3.5","-0.2","","579.7","22209"
"Grayson Greiner","","68","246","222","44","8","0","5","23","21","20","80","2","0","0","",".198",".269",".302",".571",".255","","-0.2","-1.9","","-12.7","2.6","-0.2","","999.0","17062"
"Juan Fernandez","SDP","77","307","281","60","10","1","9","33","28","20","67","4","2","1","",".214",".275",".352",".627",".274","","-0.2","-6.8","","-10.8","-1.2","-0.2","","999.0","sa917824"
"Kurt Suzuki","","65","232","207","47","9","0","5","18","20","12","41","9","0","0","",".227",".294",".343",".637",".281","","-0.2","-7.1","","-7.0","-2.8","-0.2","","599.8","8259"
"Rodrigo Vigil","TOR","49","168","154","32","5","0","2","15","10","7","33","4","1","1","",".208",".259",".279",".538",".238","","-0.3","1.2","","-12.0","4.3","-0.2","","999.0","sa547818"
"Seby Zavala","CHW","87","340","309","58","11","0","13","36","39","22","135","3","0","1","",".188",".246",".350",".596",".258","","-0.6","-3.2","","-16.7","3.1","-0.2","","598.5","18887"
"Luis Trevino","TBR","39","141","131","29","6","0","2","15","11","8","30","2","0","1","",".221",".277",".313",".590",".262","","-0.5","-3.5","","-6.0","-0.9","-0.2","","999.0","sa3009893"
"Tyler Payne","CHC","72","277","259","53","12","1","5","28","25","13","74","2","0","0","",".205",".246",".317",".563",".245","","-0.2","1.6","","-18.0","6.7","-0.2","","999.0","21139"
"Willie MacIver","COL","107","431","396","86","16","2","11","44","38","25","116","6","11","4","",".217",".273",".351",".624",".272","","0.2","0.1","","-24.5","8.0","-0.2","","999.0","sa3007828"
"Zavier Warren","MIL","97","417","380","83","13","1","12","51","42","30","102","3","4","0","",".218",".280",".353",".632",".277","","0.5","-2.0","","-15.7","-0.5","-0.2","","999.0","sa3014549"
"Jonathan Lucroy","","73","249","221","52","9","1","5","24","27","20","44","3","0","0","",".235",".304",".353",".657",".289","","-0.2","-7.6","","-7.7","-3.0","-0.2","","999.0","7870"
"Rocky Gale","","46","160","153","33","4","1","1","12","9","4","35","1","0","0","",".216",".239",".275",".514",".225","","-0.1","3.2","","-13.9","6.1","-0.3","","999.0","10533"
"Edgar Cabral","","37","140","126","24","4","1","3","15","12","11","43","1","0","0","",".190",".259",".310",".569",".251","","-0.1","-1.3","","-8.4","1.3","-0.3","","999.0","sa738507"
"Ramon Rodriguez","BAL","57","215","203","47","8","0","6","25","21","9","41","1","0","0","",".232",".266",".360",".626",".271","","-0.1","-5.1","","-8.7","-1.1","-0.3","","999.0","sa918698"
"Kevan Smith","","50","163","148","34","7","0","2","15","12","12","36","2","1","0","",".230",".294",".318",".612",".270","","0.1","-3.7","","-7.4","-0.7","-0.3","","999.0","12284"
"Evan Skoug","CHW","58","215","193","30","6","1","6","19","20","18","79","2","1","0","",".155",".234",".290",".524",".233","","0.1","0.6","","-14.5","4.5","-0.3","","999.0","sa829713"
"Jon Rosoff","DET","54","180","163","32","5","0","0","13","6","14","40","1","3","1","",".196",".263",".227",".490",".225","","0.0","1.4","","-13.6","4.7","-0.3","","999.0","sa3007635"
"Brady Lindsly","WSN","44","163","147","31","5","1","3","21","14","13","43","1","1","0","",".211",".278",".320",".598",".265","","0.1","-3.3","","-7.9","-0.3","-0.3","","999.0","sa3014942"
"Yorman Rodriguez","SDP","75","297","281","70","11","1","7","28","24","13","58","2","3","3","",".249",".286",".370",".656",".283","","-0.9","1.6","","-8.9","-3.8","-0.3","","999.0","sa872817"
"Chandler Seagle","SDP","46","163","147","25","6","0","2","16","11","9","50","4","0","0","",".170",".235",".252",".486",".219","","-0.1","1.8","","-13.1","4.8","-0.3","","999.0","sa3003969"
"Erick Castillo","CHC","57","186","165","36","4","0","2","20","9","12","32","5","0","0","",".218",".288",".279",".567",".257","","-0.2","-2.3","","-10.4","1.2","-0.3","","999.0","12990"
"Jose Lobaton","","59","222","200","38","10","0","6","23","23","20","70","1","0","0","",".190",".266",".330",".596",".263","","-0.1","-3.2","","-11.2","0.8","-0.3","","999.0","4243"
"Welington Castillo","WSN","57","204","190","41","9","0","8","16","30","11","58","2","0","0","",".216",".265",".389",".654",".281","","-0.1","-6.4","","-7.3","-2.6","-0.3","","999.0","3256"
"Wilmer Perez","WSN","38","125","116","25","4","0","2","12","9","6","24","1","1","1","",".216",".258",".302",".560",".246","","-0.3","-1.4","","-8.3","0.9","-0.3","","999.0","sa3002634"
"Gavin Stupienski","KCR","38","131","118","26","5","0","3","16","13","10","28","1","0","0","",".220",".285",".339",".624",".275","","-0.1","-0.4","","-5.0","-2.8","-0.3","","999.0","sa913367"
"Nic Gaddis","NYM","47","180","160","28","4","1","5","19","17","14","50","3","1","1","",".175",".253",".306",".559",".249","","-0.3","-2.9","","-9.8","0.5","-0.3","","999.0","sa3009888"
"Nick Meyer","NYM","66","250","229","47","7","1","4","23","15","15","58","3","6","3","",".205",".262",".297",".559",".248","","-0.2","-2.9","","-13.4","1.7","-0.3","","999.0","sa3007826"
"Blake Swihart","","73","214","194","39","6","1","6","24","22","17","59","1","1","1","",".201",".268",".335",".603",".265","","-0.4","2.7","","-10.9","0.3","-0.4","","999.0","13176"
"Collin Theroux","","74","283","255","39","6","0","7","23","20","24","144","3","0","0","",".153",".233",".259",".492",".223","","-0.2","2.3","","-20.7","7.5","-0.4","","999.0","sa876102"
"Kellin Deglan","TOR","54","197","179","35","7","0","6","20","18","12","65","4","1","0","",".196",".260",".335",".595",".262","","0.1","-4.4","","-9.8","-0.8","-0.4","","999.0","sa548189"
"Logan Moore","","35","114","100","17","2","0","2","12","8","11","33","1","0","0","",".170",".257",".250",".507",".232","","-0.1","-1.2","","-8.7","0.9","-0.4","","999.0","sa598265"
"Brandon Martorano","SFG","59","224","196","38","6","1","6","23","18","22","76","2","3","0","",".194",".279",".327",".606",".269","","0.4","-7.2","","-8.4","-3.1","-0.4","","999.0","sa918686"
"Roy Morales","MIN","91","380","349","93","13","1","1","58","26","23","53","4","4","2","",".266",".317",".318",".636",".283","","-0.4","0.8","","-10.9","-6.2","-0.4","","999.0","sa829030"
"Santiago Chávez","MIA","66","219","203","33","5","0","3","13","9","13","75","2","1","0","",".163",".220",".232",".452",".203","","0.1","4.9","","-20.3","9.0","-0.4","","999.0","sa657706"
"Michael Amditis","CLE","39","141","129","24","7","0","3","15","12","11","36","1","1","0","",".186",".255",".310",".565",".251","","0.1","-4.1","","-7.6","-1.5","-0.4","","999.0","sa3010148"
"Chris Williams","MIN","59","229","199","31","7","1","6","21","19","25","83","1","1","0","",".156",".250",".291",".541",".242","","0.1","-2.6","","-14.0","1.6","-0.5","","999.0","sa3007028"
"Stevie Berman","MIN","44","159","143","29","6","0","3","19","14","12","34","2","0","0","",".203",".272",".308",".580",".258","","-0.1","-5.2","","-7.8","-2.3","-0.5","","999.0","sa873599"
"Jack Kruger","TEX","73","297","278","62","10","1","4","28","22","15","66","3","2","2","",".223",".269",".309",".579",".254","","-0.7","-4.7","","-15.6","0.7","-0.5","","999.0","19634"
"Michael Cantu","SDP","48","149","134","23","3","0","3","16","12","12","55","1","0","0","",".172",".243",".261",".504",".228","","-0.1","-1.8","","-11.0","0.9","-0.5","","999.0","sa829494"
"Taylor Gushue","","76","285","261","55","12","0","7","31","29","19","85","1","0","0","",".211",".264",".337",".601",".261","","-0.2","-5.2","","-14.9","0.1","-0.5","","999.0","16098"
"Eric Yang","CIN","73","273","237","44","9","0","4","31","17","23","71","10","1","1","",".186",".283",".274",".557",".256","","-0.4","-2.5","","-17.0","2.5","-0.6","","999.0","sa1169769"
"Arden Pabst","","65","235","224","39","8","1","6","19","22","8","81","1","0","1","",".174",".205",".299",".504",".215","","-0.5","3.2","","-20.9","7.5","-0.6","","999.0","sa858812"
"Jason Delay","PIT","52","187","175","31","6","1","5","16","16","9","61","2","1","0","",".177",".225",".309",".533",".232","","0.1","-1.8","","-13.5","1.6","-0.6","","999.0","sa857222"
"Cody Roberts","BAL","52","188","171","34","6","0","3","19","15","14","59","1","0","0","",".199",".261",".287",".547",".244","","-0.1","-3.8","","-11.8","-0.4","-0.6","","999.0","sa3007869"
"Lorenzo Quintana","MIA","81","308","286","68","13","1","8","32","28","15","70","5","2","2","",".238",".287",".374",".661",".287","","-0.7","-2.7","","-7.8","-8.4","-0.6","","999.0","sa3005394"
"Ryan Casteel","ATL","96","321","294","59","12","1","13","33","38","23","103","2","0","0","",".201",".263",".381",".643",".278","","-0.2","1.7","","-12.7","-4.2","-0.6","","999.0","sa549286"
"Anthony Seigler","NYY","43","184","167","32","6","0","4","21","16","14","49","1","1","1","",".192",".257",".299",".556",".247","","-0.3","-5.3","","-10.7","-1.9","-0.6","","999.0","sa3006894"
"Chris Bec","TOR","50","188","173","32","5","0","3","21","14","14","52","1","8","2","",".185",".250",".266",".516",".233","","0.6","-3.1","","-13.2","0.4","-0.6","","999.0","sa3006727"
"Jacob Nottingham","BAL","77","273","244","48","11","0","10","30","35","19","96","7","3","1","",".197",".271",".365",".636",".277","","0.0","-1.4","","-9.5","-6.4","-0.7","","600.4","16448"
"Ryan Gold","TOR","92","381","351","67","17","2","8","40","35","23","111","5","1","1","",".191",".250",".319",".569",".249","","-0.4","-3.1","","-23.5","3.9","-0.7","","999.0","sa918639"
"Joseph Odom","","77","283","262","47","11","0","5","23","22","17","101","2","0","0","",".179",".234",".279",".513",".227","","-0.2","-2.6","","-19.2","2.6","-0.7","","999.0","15535"
"Jack Conley","PHI","50","171","154","27","5","0","4","15","11","14","51","2","1","0","",".175",".253",".286",".539",".240","","0.1","-3.9","","-11.8","-0.8","-0.7","","999.0","sa3006857"
"Will Banfield","MIA","79","347","322","54","10","1","6","33","28","18","112","3","1","0","",".168",".217",".261",".478",".212","","0.0","4.8","","-29.6","11.2","-0.7","","999.0","sa3007973"
"David Bañuelos","MIN","56","197","186","31","6","1","2","14","11","7","81","2","1","1","",".167",".204",".242",".446",".197","","-0.3","2.3","","-19.8","5.9","-0.7","","999.0","sa3004056"
"Christopher Proctor","DET","59","215","201","35","6","0","1","16","10","11","68","0","2","0","",".174",".215",".219",".434",".195","","0.3","2.8","","-21.4","6.8","-0.7","","999.0","sa3007062"
"Francisco Arcia","","63","211","199","42","5","0","2","17","14","7","46","3","2","1","",".211",".248",".266",".514",".226","","-0.2","-2.4","","-16.0","1.5","-0.7","","999.0","10286"
"Francisco Peña","","97","382","344","72","14","0","11","41","41","22","88","5","1","0","",".209",".263",".346",".609",".262","","0.0","1.8","","-15.5","-5.2","-0.8","","999.0","8298"
"Fabian Pena","SFG","40","149","142","28","7","0","4","11","15","5","46","1","1","0","",".197",".228",".331",".559",".241","","0.1","-6.1","","-9.3","-3.4","-0.8","","999.0","sa3007303"
"Tim Susnara","CHC","57","218","195","32","5","1","3","17","13","19","83","1","1","0","",".164",".240",".246",".486",".221","","0.1","-0.7","","-18.5","3.3","-0.8","","999.0","sa829699"
"Brady Policelli","DET","99","386","357","71","15","2","9","39","34","24","105","3","10","4","",".199",".255",".328",".582",".255","","0.1","-8.6","","-19.7","-1.5","-0.8","","999.0","sa918279"
"Jair Camargo","MIN","80","315","300","62","8","0","12","29","36","10","117","3","2","1","",".207",".239",".353",".592",".255","","-0.2","-8.4","","-16.3","-2.7","-0.8","","999.0","sa917333"
"Carter Bins","PIT","68","296","257","53","8","0","6","41","24","32","86","5","2","2","",".206",".305",".307",".612",".278","","-0.7","-12.5","","-11.0","-7.0","-0.8","","999.0","sa1115884"
"Kyle McCann","OAK","88","356","322","48","9","1","9","35","30","29","141","3","1","0","",".149",".225",".267",".492",".220","","0.0","-0.4","","-26.8","6.1","-0.9","","999.0","sa1159677"
"Chris Chinea","","68","244","229","50","9","0","5","23","19","12","64","2","0","1","",".218",".262",".323",".585",".255","","-0.6","0.6","","-12.8","-3.9","-0.9","","999.0","sa827344"
"Hamlet Marte","","60","210","192","34","6","1","5","19","19","14","78","1","1","1","",".177",".234",".297",".531",".233","","-0.3","-5.1","","-14.9","-1.3","-0.9","","999.0","sa597218"
"Gunnar Troutwine","CHW","57","216","194","37","7","0","4","21","15","19","67","1","0","0","",".191",".265",".289",".554",".249","","-0.2","-8.7","","-12.1","-4.8","-1.0","","999.0","sa3006785"
"Jay Schuyler","CIN","85","323","293","56","8","1","4","30","22","22","91","4","2","3","",".191",".255",".266",".521",".233","","-1.1","0.5","","-26.8","6.4","-1.0","","999.0","sa3006662"
"Kyle Schmidt","MIN","45","173","157","30","5","0","1","16","8","13","49","2","0","1","",".191",".260",".242",".502",".230","","-0.6","-6.0","","-13.0","-2.9","-1.0","","999.0","sa3010707"
"Drew Butera","","76","255","226","36","8","1","4","19","17","19","81","5","2","1","",".159",".238",".257",".495",".224","","-0.2","-3.5","","-19.8","1.2","-1.0","","999.0","3411"
"C.J. Stubbs","HOU","86","350","323","65","10","1","8","31","25","21","131","4","5","5","",".201",".258",".313",".571",".252","","-1.3","-10.2","","-19.0","-3.8","-1.1","","999.0","sa3010328"
"Caleb Hamilton","MIN","86","317","283","48","11","1","7","32","28","30","108","1","3","2","",".170",".250",".290",".540",".241","","-0.4","-10.1","","-20.2","-4.3","-1.4","","999.0","sa738961"
"Matt Scheffler","SEA","64","259","237","44","6","0","6","30","24","17","76","3","1","1","",".186",".248",".287",".535",".239","","-0.4","-14.2","","-15.6","-9.5","-1.6","","999.0","sa3014832"
"Grant Koch","PIT","80","308","284","51","10","0","5","29","23","20","73","2","0","1","",".180",".238",".268",".505",".226","","-0.6","-7.7","","-24.6","-2.1","-1.7","","999.0","sa3008180"
"J.D. Osborne","MIA","66","254","234","44","8","0","5","24","21","13","81","5","1","0","",".188",".244",".286",".530",".236","","0.0","-4.9","","-16.7","-9.5","-1.8","","999.0","sa3005053"
"Jake Anchia","SEA","82","332","309","52","8","0","11","30","34","15","115","4","0","0","",".168",".215",".301",".516",".224","","-0.2","-12.4","","-23.8","-6.3","-1.9","","999.0","sa3006674"
"Drew Lugbauer","ATL","106","423","389","69","16","0","16","40","46","30","180","3","0","0","",".177",".241",".342",".583",".253","","-0.2","0.4","","-25.5","-7.4","-1.9","","999.0","sa829268"
