"PlayerName","NFBC_ADP","playerid"
"Drew Waters",728.38,"sa3004378"
"Jeter Downs",728.85,"sa3004615"
"Spencer Patton",729.15,"12361"
"DJ Stewart",729.62,"17766"
"DJ Stewart",729.62,"17766"
"Austin Adams",730.46,"13801"
"TJ Friedl",731.69,"19522"
"Yermin Mercedes",731.85,NA
"Roberto Osuna",731.92,NA
"Zac Lowther",732,"20243"
"Deolis Guerra",732.15,"8410"
"Justus Sheffield",732.23,"17285"
"Garrett Richards",732.62,"9784"
"Ryan Vilade",732.77,"22165"
"Taylor Trammell",732.92,"19960"
"Yonny Chirinos",733,"16401"
"Kolby Allard",733.69,"18694"
"Yoelkis Cespedes",733.92,NA
"Eric Thames",734.15,"3711"
"Miguel Vargas",734.62,NA
"Phil Maton",734.77,"18064"
"Travis Shaw",735.23,"11982"
"Joe Kelly",735.23,"9761"
"Johan Camargo",735.31,"14950"
"Taylor Widener",735.31,"19266"
"Chris Archer",735.31,"6345"
"Asdrubal Cabrera",735.77,NA
"Caleb Kilian",735.77,"sa3011773"
"Hoy Park",735.85,"18027"
"Hansel Robles",736.23,"11801"
"Jovani Moran",736.31,"20422"
"Daniel Ponce de Leon",737.31,"16110"
"Richie Palacios",737.46,NA
"Craig Stammen",738.08,"7274"
"JJ Bleday",738.77,"sa3011642"
"Logan T. Allen",738.77,NA
"Travis Demeritte",738.92,"15958"
"Sergio Alcantara",739.23,NA
"Shea Langeliers",739.69,"sa3010329"
"Harold Castro",740.08,"14691"
"Brendon Davis",740.46,"sa875089"
"Ethan Small",740.54,"sa3011621"
"Oswald Peraza",740.62,"sa3003305"
"Anthony Bass",741,"7982"
"Casey Sadler",741,"11209"
"D.L. Hall",741,"sa3005282"
"Bobby Miller",741.15,NA
"Scott Kingery",741.31,"17975"
"Jake Brentz",741.46,"17783"
"Matt Wisler",741.46,"12804"
"Carlos Martinez",742.23,NA
"Connor Brogdon",742.38,"21205"
"Dillon Tate",742.38,"17796"
"Josh James",742.62,"16794"
"Nelson Velazquez",742.77,"sa3005129"
"Trevor Williams",742.85,"16977"
"Gabriel Arias",742.92,"sa3004047"
"Albert Pujols",743,"1177"
"Hanser Alberto",743.38,"11902"
"Diego Castillo",743.46,"sa872839"
"Diego Castillo",743.46,"17496"
"Diego Castillo",743.46,"17496"
"Wily Peralta",743.62,"7738"
"Jack Mayfield",743.62,"15402"
"Johan Oviedo",743.85,"22487"
"Kurt Suzuki",743.85,"8259"
"Ryan Zimmerman",744,"4220"
"Tucupita Marcano",744,"22871"
"Thomas Hatch",744.46,"19264"
"Brendan Donovan",744.54,NA
"Pedro Leon",744.54,"sa3014838"
"Jalen Beeks",744.62,"17192"
"Erik Swanson",744.62,"16587"
"Lewis Brinson",744.77,"14352"
"Kervin Castro",745,"21656"
"Josh Sborz",745.15,"18323"
"Tomas Nido",745.23,NA
"Martin Perez",745.23,NA
"Skye Bolt",745.31,"17723"
"Francisco Perez",745.38,"21018"
"Jeurys Familia",745.46,"5114"
"Seranthony Dominguez",745.54,NA
"Max Schrock",745.54,"17750"
"Romy Gonzalez",745.62,"21562"
"Adam Haseley",745.92,"19878"
"Isan Diaz",745.92,NA
"J.B. Wendelken",746,"14506"
"Starlin Castro",746.08,"4579"
"Cooper Hummel",746.08,"sa918412"
"Wilson Ramos",746.15,"1433"
"A.J. Minter",746.15,"18655"
"J.B. Bukauskas",746.23,"20491"
"Hans Crouse",746.38,"22192"
"Jake Bauers",746.38,"15194"
"Brandon Bielak",746.38,"19866"
"Freddy Galvis",746.54,"6609"
"David Robertson",746.54,"8241"
"Vince Velasquez",746.85,"11189"
"Brett Anderson",746.92,"8223"
"Joshua Fuentes",746.92,"16885"
"Alex Jackson",747.08,"17276"
"Orlando Arcia",747.08,"13185"
"Tim Mayza",747.15,"15042"
"John Nogowski",747.15,"16852"
"Michael Busch",747.31,NA
"Phil Bickford",747.31,"18519"
"Scott Effross",747.46,"18384"
"Mark Vientos",747.77,NA
"Estevan Florial",747.85,"19151"
"Jose Cisnero",748.08,NA
"Alex Lange",748.08,"19883"
"Ender Inciarte",748.46,"4922"
"Mason Thompson",748.62,"21850"
"Peter Solomon",748.62,"20476"
"Sandy Leon",748.69,NA
"Peyton Battenfield",748.69,NA
"Jake Woodford",748.92,"18674"
"Josh Winder",748.92,"sa3007993"
"Franchy Cordero",749.08,"14567"
"Griffin Jax",749.08,"20253"
"Colin Poche",749.15,"19403"
"Charlie Culberson",749.15,"3298"
"Michael Stefanic",749.15,"sa3008479"
"Ryan Pepiot",749.15,"sa3011244"
"Caleb Thielbar",749.23,"10078"
"Jared Oliva",749.46,"19968"
"Hunter Harvey",749.46,"15507"
"Francisco Alvarez",749.54,NA
"Adrian Morejon",749.54,"20039"
"Chris Owings",749.54,"10030"
"Lucas Luetge",749.62,"8337"
"Jorge Lopez",749.62,NA
"Braxton Garrett",749.69,"21844"
"Ryan Kreidler",749.69,"sa3010587"
"Owen Miller",749.69,"24655"
"Tommy Kahnle",749.77,"11384"
"Lewis Thorpe",749.85,"15906"
"Luis Barrera",749.92,"19615"
"Trevor Stephan",749.92,"19932"
"Jordan Groshans",750,"sa3006893"
"Colin Peluse",750,NA
"Chris Ellis",750,"16125"
"Brett Baty",750,NA
"Patrick Murphy",750,"19712"
"Brad Wieck",750.08,"16390"
"JT Chargois",750.08,"13767"
"Logan Allen",750.08,"18555"
"Taylor Jones",750.15,"19533"
"Ronald Torreyes",750.15,"11400"
"Simeon Woods-Richardson",750.23,NA
"Gregory Polanco",750.31,"12907"
"Dominic Leone",750.31,"13763"
"Archie Bradley",750.38,"12918"
"Derek Hill",750.46,"16947"
"Jharel Cotton",750.46,"13654"
"Sean Hjelle",750.62,"sa3007989"
"Josh Lindblom",750.62,NA
"Noe Ramirez",750.62,NA
"Ryan O'Hearn",750.69,"16442"
"Jose Rojas",750.69,"19331"
"Yusmeiro Petit",750.85,"4020"
"Jahmai Jones",750.92,"18872"
"Jon Heasley",750.92,"22224"
"Ronald Acuña Jr.",NA,"18401"
"José Ramírez",NA,"13510"
"Teoscar Hernández",NA,"13066"
"Javier Báez",NA,"12979"
"José Abreu",NA,"15676"
"Eloy Jiménez",NA,"17484"
"Adolis García",NA,"19287"
"Avisaíl García",NA,"5760"
"Will Smith (C)",NA,"19197"
"Will Smith (C)",NA,"19197"
"Will Smith (C)",NA,"19197"
"Will Smith (C)",NA,"19197"
"Miguel Sanó",NA,"12164"
"Yoán Moncada",NA,"17232"
"Ramón Laureano",NA,"17128"
"Enrique Hernández",NA,"10472"
"Enrique Hernández",NA,"10472"
"Eugenio Suárez",NA,"12552"
"Luis Urías",NA,"16622"
"Jesús Aguilar",NA,"11342"
"Jesús Sánchez",NA,"19913"
"Andrés Giménez",NA,"19950"
"Andrés Giménez",NA,"19950"
"César Hernández",NA,"10556"
"Yandy Díaz",NA,"16578"
"Leury García",NA,"5913"
"Juniel Querecuto",NA,"12140"
"Luis Garcia (2B)",NA,"20391"
"Luis Garcia (2B)",NA,"20391"
"Luis Garcia (2B)",NA,"20391"
"Luis Garcia (2B)",NA,"20391"
"Luis Garcia (2B)",NA,"20391"
"Luis Garcia (2B)",NA,"20391"
"José Iglesias",NA,"10231"
"Vidal Bruján",NA,"20536"
"Jeremy Peña",NA,"sa876320"
"Odúbel Herrera",NA,"11476"
"Christian Vázquez",NA,"9774"
"Gary Sánchez",NA,"11442"
"Ramón Urías",NA,"18795"
"Elias Díaz",NA,"11680"
"Omar Narváez",NA,"13338"
"Robinson Canó",NA,"3269"
"Lewin Díaz",NA,"18365"
"Jaycob Brugman",NA,"14936"
"Andy Ibáñez",NA,"18819"
"Aledmys Díaz",NA,"15937"
"Jared Hoying",NA,"10882"
"Buster Posey",NA,"9166"
"Allen Córdoba",NA,"15722"
"Alec Keller",NA,"sa829219"
"Alan Trejo",NA,"20056"
"Brett Gardner",NA,"9927"
"Julio Rodríguez",NA,"sa3005720"
"Mitch Moreland",NA,"3086"
"Dexter Fowler",NA,"4062"
"Nomar Mazara",NA,"14553"
"Andrew Stevenson",NA,"17932"
"Danny Santana",NA,"10322"
"Arismendy Alcántara",NA,"10711"
"Miguel Andújar",NA,"15878"
"Mickey Moniak",NA,"19956"
"Shogo Akiyama",NA,"27461"
"Mauricio Dubón",NA,"16530"
"Yoenis Céspedes",NA,"13110"
"Asdrúbal Cabrera",NA,"4962"
"Francisco Mejía",NA,"16403"
"Francisco Mejía",NA,"16403"
"Luke Williams",NA,"19931"
"Tim Lopes",NA,"14137"
"Corey Bird",NA,"sa874209"
"Mylz Jones",NA,"sa875606"
"Kyle Stowers",NA,"sa1115829"
"Martín Maldonado",NA,"6887"
"Kyle Seager",NA,"9785"
"Tim Locastro",NA,"15124"
"Khris Davis",NA,"9112"
"Marwin Gonzalez",NA,"5497"
"Yairo Muñoz",NA,"16313"
"Ian Desmond",NA,"6885"
"Jay Bruce",NA,"9892"
"José Peraza",NA,"13593"
"Renato Núñez",NA,"14503"
"Ronald Guzmán",NA,"14388"
"Jake Marisnick",NA,"11339"
"Roberto Pérez",NA,"2900"
"Adam Eaton",NA,"11205"
"Mallex Smith",NA,"13608"
"Lorenzo Cedrola",NA,"sa872850"
"Nick Allen",NA,"sa3004723"
"Manny Piña",NA,"2829"
"Clay Dungan",NA,"sa1169803"
"Oswaldo Cabrera",NA,"sa916954"
"Jarrod Dyson",NA,"4866"
"Orlando Calixte",NA,"11905"
"Brock Holt",NA,"9345"
"Juan Lagares",NA,"5384"
"Ehire Adrianza",NA,"8418"
"Yohel Pozo",NA,"18848"
"Oscar Gonzalez",NA,"sa872782"
"Monte Harrison",NA,"17216"
"Shed Long Jr.",NA,"16542"
"Shed Long Jr.",NA,"16542"
"Danny Mendick",NA,"18889"
"Brian Goodwin",NA,"12858"
"Michael Hermosillo",NA,"16285"
"Tomás Telis",NA,"10067"
"Emmanuel Rivera",NA,"19890"
"Miles Mastrobuoni",NA,"sa918318"
"Ryan McBroom",NA,"16524"
"Doran Turchin",NA,"sa3006680"
"Jake Noll",NA,"19703"
"Brayan Rocchio",NA,"sa3005898"
"Sergio Alcántara",NA,"16417"
"Jose Rodriguez",NA,"sa3005788"
"Alfonso Rivas",NA,"21560"
"Bryan Lavastida",NA,"sa3006917"
"Alejo Lopez",NA,"21127"
"Yolbert Sanchez",NA,"sa3011471"
"Joe Panik",NA,"11936"
"Breyvic Valera",NA,"12758"
"Rob Refsnyder",NA,"13770"
"Sheldon Neuse",NA,"19635"
"Luke Raley",NA,"19354"
"Zach Reks",NA,"19667"
"Eric Campbell",NA,"6938"
"Brett Sullivan",NA,"sa857232"
"Josh Reddick",NA,"3892"
"José Marmolejos",NA,"15767"
"David Hamilton",NA,"sa3014434"
"Tyler Freeman",NA,"sa3004755"
"Guillermo Heredia",NA,"18721"
"Rodolfo Castro",NA,"21987"
"Matt Fraizer",NA,"sa918983"
"Abiatal Avelino",NA,"15496"
"Joey Wiemer",NA,"sa3014531"
"Ismael Munguia",NA,"sa917132"
"Travis Jankowski",NA,"13768"
"Xavier Edwards",NA,"sa3007018"
"Jordan Westburg",NA,"sa3014499"
"Christin Stewart",NA,"17714"
"Willians Astudillo",NA,"15608"
"Dominic Canzone",NA,"sa1115890"
"Dom Nuñez",NA,"15055"
"Alec Burleson",NA,"sa3014466"
"Andy Pages",NA,"sa3005625"
"Anthony Volpe",NA,"sa3010868"
"Will Brennan",NA,"sa3010039"
"BJ Boyd",NA,"sa657987"
"Eric Sogard",NA,"7927"
"Stone Garrett",NA,"sa829117"
"Matt Carpenter",NA,"8090"
"Ivan Castillo",NA,"15971"
"Matt Koperniak",NA,"sa3014834"
"Dairon Blanco",NA,"sa3005386"
"Luis Matos",NA,"sa3008756"
"Andrew Velazquez",NA,"14196"
"Luis Guillorme",NA,"16451"
"Cody Thomas",NA,"sa738459"
"George Valera",NA,"sa3006872"
"Wilmer Difo",NA,"14320"
"Vimael Machín",NA,"17684"
"José Azocar",NA,"sa735839"
"Brice Turang",NA,"sa3008294"
"Josh H. Smith",NA,"sa3011703"
"Jake Lamb",NA,"13329"
"Ian Miller",NA,"15156"
"Henry Ramos",NA,"11481"
"Edwin Ríos",NA,"18316"
"Dustin Peterson",NA,"15189"
"Yermín Mercedes",NA,"17423"
"Brian Miller",NA,"20047"
"Magneuris Sierra",NA,"17023"
"Tyler Nevin",NA,"17893"
"Forrest Wall",NA,"sa828682"
"Tyler White",NA,"15564"
"Donovan Walton",NA,"19314"
"Cal Mitchell",NA,"sa3004258"
"Michael Harris II",NA,"sa3010684"
"Ryan McKenna",NA,"19928"
"Pedro Castellanos",NA,"sa917074"
"Kyle Garlick",NA,"18063"
"Lolo Sanchez",NA,"sa917767"
"Curtis Terry",NA,"18881"
"Cole Freeman",NA,"sa915838"
"Devlin Granberg",NA,"sa3006671"
"Billy Hamilton",NA,"10199"
"Eli White",NA,"19346"
"Diego Rincones",NA,"sa916849"
"Stuart Fairchild",NA,"20321"
"Gilberto Celestino",NA,"20233"
"Ji-hwan Bae",NA,"sa3006895"
"Isan Díaz",NA,"17922"
"Brian Rey",NA,"sa3007307"
"Fabricio Macias",NA,"sa927338"
"Jake Cave",NA,"14477"
"Kerry Carpenter",NA,"sa3010689"
"Joey Meneses",NA,"sa604598"
"Tim Beckham",NA,"7949"
"Nick Loftin",NA,"sa3014511"
"Jose Fermin",NA,"sa917339"
"J.C. Correa",NA,"sa3014823"
"Matt Batten",NA,"sa3004179"
"Sócrates Brito",NA,"12944"
"Jordy Mercer",NA,"6547"
"Roman Quinn",NA,"13546"
"Mark Payton",NA,"16042"
"Mason Williams",NA,"11859"
"Andrew Toles",NA,"13414"
"Connor Marabell",NA,"sa858026"
"Norel Gonzalez",NA,"sa3014819"
"Kean Wong",NA,"15994"
"Rangel Ravelo",NA,"10839"
"Christian Colón",NA,"11145"
"Domingo Leyba",NA,"16404"
"Jamie Westbrook",NA,"sa737824"
"Cameron Cannon",NA,"sa3011467"
"Yainer Diaz",NA,"sa3003386"
"Ildemaro Vargas",NA,"13324"
"C.J. Hinojosa",NA,"sa658616"
"Ernie Clement",NA,"20352"
"Dee Strange-Gordon",NA,"8203"
"Jacob Hurtubise",NA,"sa3014820"
"Jason Krizan",NA,"sa546842"
"Donovan Casey",NA,"sa915654"
"Dustin Fowler",NA,"17098"
"Todd Frazier",NA,"785"
"Corban Joseph",NA,"5503"
"Delino DeShields",NA,"11379"
"Tomás Nido",NA,"13755"
"Logan O'Hoppe",NA,"sa3007519"
"Shay Whitcomb",NA,"sa3014948"
"Esteury Ruiz",NA,"sa917030"
"Brian O'Grady",NA,"16729"
"Brewer Hicklen",NA,"sa3004159"
"Hernán Pérez",NA,"5751"
"Roy Morales",NA,"sa829030"
"Brenton Doyle",NA,"sa3009965"
"Darius Hill",NA,"sa3010395"
"Robert Neustrom",NA,"sa3006667"
"C.J. Chatham",NA,"sa873984"
"Jaylin Davis",NA,"19552"
"Marty Costes",NA,"sa3006783"
"Delvin Pérez",NA,"sa917935"
"Bubba Thompson",NA,"sa3004140"
"Korey Lee",NA,"sa3010034"
"Taylor Snyder",NA,"sa738930"
"Trey Harris",NA,"sa3006876"
"Coco Montes",NA,"sa3006715"
"Aaron Altherr",NA,"11270"
"Eddys Leonard",NA,"sa3005554"
"Steven Souza Jr.",NA,"5667"
"David Freitas",NA,"10619"
"Jacob Robson",NA,"19528"
"Eliezer Alfonzo",NA,"sa3003262"
"Yonathan Perlaza",NA,"sa917302"
"Zach DeLoach",NA,"sa3014547"
"Scott Schreiber",NA,"sa3007637"
"Mitch Longo",NA,"sa874178"
"Ronaldo Hernández",NA,"sa881850"
"Pablo Reyes",NA,"16357"
"Abraham Almonte",NA,"5486"
"Chris Shaw",NA,"17738"
"Max Schuemann",NA,"sa3007511"
"Logan Morrison",NA,"9205"
"Johan Rojas",NA,"sa3005784"
"Austin Romine",NA,"5491"
"Nick Sogard",NA,"sa1169919"
"Jonathan Araúz",NA,"20275"
"Símon Muzziotti",NA,"sa917376"
"Jose Tena",NA,"sa3005482"
"Canaan Smith-Njigba",NA,"sa3004279"
"Carlos Pérez",NA,"10642"
"Jason Kipnis",NA,"9776"
"Charles Tilson",NA,"12983"
"Drew Ellis",NA,"19873"
"Johnny Rizer",NA,"sa1169761"
"Jake Elmore",NA,"7290"
"Khalil Lee",NA,"19952"
"Braden Bishop",NA,"17806"
"Eduardo Diaz",NA,"sa917182"
"Steele Walker",NA,"sa3008306"
"Bryce Johnson",NA,"sa3004753"
"Yoelqui Cespedes",NA,"sa3015137"
"Wilfredo Tovar",NA,"10416"
"Adrián Sanchez",NA,"11338"
"Jamie Ritchie",NA,"sa829058"
"Jack Suwinski",NA,"sa918314"
"Jacob Nottingham",NA,"16448"
"Patrick Kivlehan",NA,"13910"
"Taylor Kohlwey",NA,"sa918457"
"Matt Davidson",NA,"7226"
"Orlando Martinez",NA,"sa3006664"
"Michael Beltre",NA,"sa736945"
"Sean Bouchard",NA,"sa915652"
"Stephen Vogt",NA,"5000"
"Connor Scott",NA,"sa3008080"
"Jason Martin",NA,"16429"
"Grant Williams",NA,"sa3006724"
"Nathan Lukes",NA,"sa875215"
"Lucius Fox",NA,"sa914200"
"Justin Dean",NA,"sa3007070"
"Mikie Mahtook",NA,"13130"
"Cam Gallagher",NA,"12981"
"Noelvi Marte",NA,"sa3008745"
"Nick Maton",NA,"21635"
"Jack López",NA,"13663"
"Brett Auerbach",NA,"sa3014941"
"Daniel Palka",NA,"14897"
"Ruben Cardenas",NA,"sa3007505"
"Orelvis Martinez",NA,"sa3010692"
"Micker Adolfo",NA,"sa830303"
"Brandon Lockridge",NA,"sa3006856"
"Jameson Hannah",NA,"sa3007046"
"Zach Watson",NA,"sa3011258"
"Austin Dean",NA,"18288"
"Liover Peguero",NA,"sa3005582"
"Richard Ureña",NA,"16411"
"Marco Hernández",NA,"13154"
"Alfredo Rodriguez",NA,"sa922180"
"Rob Brantly",NA,"10655"
"Daniel Murphy",NA,"4316"
"Jedd Gyorko",NA,"10816"
"Christian Koss",NA,"sa3011227"
"Dillon Thomas",NA,"12719"
"Nick Dini",NA,"18206"
"Rafael Marchan",NA,"21646"
"Jesse Franklin V",NA,"sa3014532"
"Matt Lipka",NA,"sa548175"
"Carlos Pérez",NA,"sa828577"
"Cal Stevenson",NA,"sa3006871"
"Jake Mangum",NA,"sa3011255"
"Jason Vosler",NA,"16686"
"Terrin Vavra",NA,"sa3007643"
"Justin Smoak",NA,"9054"
"Corey Julks",NA,"sa913274"
"Alex Call",NA,"sa913343"
"Troy Johnston",NA,"sa3010899"
"Josh Palacios",NA,"19818"
"Scott Heineman",NA,"14453"
"Pat Valaika",NA,"14885"
"Daniel Robertson",NA,"14145"
"Rio Ruiz",NA,"14103"
"Andrew Young",NA,"19521"
"Jacob Rhinesmith",NA,"sa3006729"
"Erick Mejia",NA,"15817"
"Andrew Romine",NA,"1159"
"J.J. Matijevic",NA,"sa829488"
"Dominic Fletcher",NA,"sa1115778"
"Ryan LaMarre",NA,"10700"
"Conner Capel",NA,"sa918012"
"Trenton Brooks",NA,"sa873268"
"Albert Almora Jr.",NA,"14109"
"Ramón Flores",NA,"11165"
"Connor Wong",NA,"19896"
"Ryan Fitzgerald",NA,"sa3006218"
"Drew Avans",NA,"sa3006937"
"Jon Jay",NA,"5227"
"Jorge Bonifacio",NA,"12174"
"Lenyn Sosa",NA,"sa3004051"
"Trey Amburgey",NA,"18425"
"Bryson Brigman",NA,"sa829857"
"Ronny Mauricio",NA,"sa3006887"
"Nick Markakis",NA,"5930"
"Sandro Fabian",NA,"sa872803"
"Francisco Álvarez",NA,"sa3010862"
"Daniel Cabrera",NA,"sa3014452"
"Bligh Madris",NA,"sa3004165"
"Garrett Mitchell",NA,"sa3014438"
"Yorman Rodriguez",NA,"sa872817"
"Gerardo Parra",NA,"8553"
"Christopher Morel",NA,"sa3003171"
"Johneshwy Fargas",NA,"16446"
"Travis Snider",NA,"2830"
"Eddy Alvarez",NA,"16959"
"Brian Serven",NA,"sa857231"
"Freddy Fermin",NA,"sa918173"
"Mark Mathias",NA,"18032"
"Braden Shewmake",NA,"sa3010332"
"Narciso Crook",NA,"sa738300"
"Luis Mieses",NA,"sa3003274"
"Peyton Burdick",NA,"sa3009876"
"Wenceel Perez",NA,"sa3003326"
"Dilson Herrera",NA,"14335"
"DJ Peters",NA,"19348"
"Yasmany Tomás",NA,"17171"
"Patrick Frick",NA,"sa3009891"
"Jairo Pomares",NA,"sa3010023"
"Drew Mount",NA,"sa3006728"
"Willie MacIver",NA,"sa3007828"
"Ali Castillo",NA,"sa507143"
"Kramer Robertson",NA,"sa857820"
"Ryan Noda",NA,"sa873960"
"Andy Yerzy",NA,"sa917939"
"Ronnie Dawson",NA,"19710"
"James Outman",NA,"sa3007312"
"Jancarlos Cintron",NA,"sa3004065"
"Laz Rivera",NA,"sa3004128"
"Michael Perez",NA,"12977"
"Miguel Hernandez",NA,"sa917055"
"Jonathan Davis",NA,"15104"
"Phillip Ervin",NA,"14738"
"Robinson Chirinos",NA,"3142"
"Carson Taylor",NA,"sa3014468"
"Seth Mejias-Brean",NA,"13905"
"Rafael Bautista",NA,"15769"
"Andy Burns",NA,"12779"
"Tyler Heineman",NA,"13897"
"Kyle Holder",NA,"sa857840"
"Yolmer Sánchez",NA,"11602"
"Will Craig",NA,"19267"
"Matt Joyce",NA,"3353"
"Cheslor Cuthbert",NA,"10473"
"Jack Larsen",NA,"sa3004840"
"Lorenzo Quintana",NA,"sa3005394"
"Eduardo Núñez",NA,"6848"
"Gunnar Henderson",NA,"sa3011484"
"Jacob Amaya",NA,"sa3005081"
"Mason McCoy",NA,"sa3002758"
"Jacob Wilson",NA,"13254"
"Luis Liberato",NA,"sa737020"
"Juan Centeno",NA,"7168"
"Dillon Dingler",NA,"sa3014528"
"Raudy Read",NA,"15766"
"P.J. Higgins",NA,"18433"
"José Martínez",NA,"7996"
"Jonathan Lucroy",NA,"7870"
"Matt Adams",NA,"9393"
"Brandon Drury",NA,"11615"
"Richie Martin",NA,"17736"
"Ali Sánchez",NA,"18551"
"Chris Gittens",NA,"18482"
"Trey Cabbage",NA,"sa875022"
"Donny Sands",NA,"sa875201"
"Drew Millas",NA,"sa3014475"
"Greg Jones",NA,"sa3010151"
"Chavez Young",NA,"sa918963"
"Jeisson Rosario",NA,"sa3004146"
"Ryan Lavarnway",NA,"8879"
"Gage Workman",NA,"sa3014441"
"Jeferson Morales",NA,"sa3005472"
"Trayce Thompson",NA,"9952"
"Phillip Evans",NA,"12950"
"Elijah Dunham",NA,"sa3014827"
"Jecksson Flores",NA,"sa597007"
"Dawel Lugo",NA,"14713"
"Greg Bird",NA,"14131"
"Ka'ai Tom",NA,"18136"
"Griffin Conine",NA,"sa876060"
"Matt Reynolds",NA,"13788"
"Will Benson",NA,"sa917927"
"José Pirela",NA,"5485"
"Wagner Lagrange",NA,"sa875875"
"Sam Travis",NA,"16263"
"Tres Barrera",NA,"19977"
"Omar Estévez",NA,"sa914242"
"José Rondón",NA,"14140"
"Nick Martini",NA,"12005"
"Garrett Stubbs",NA,"18067"
"Blake Rutherford",NA,"sa917932"
"Jimmy Kerrigan",NA,"sa3005235"
"José Godoy",NA,"15808"
"Rusney Castillo",NA,"17016"
"Wynton Bernard",NA,"sa658999"
"Xavier Fernández",NA,"sa737922"
"Agustin Ruiz",NA,"sa3004149"
"Josh Stowers",NA,"sa3007010"
"John Hicks",NA,"12547"
"Patrick Mazeika",NA,"18142"
"Ben DeLuzio",NA,"sa737626"
"Luke Berryhill",NA,"sa3011587"
"J.D. Orr",NA,"sa3009875"
"Nick Williams",NA,"14330"
"Drew Maggi",NA,"sa549144"
"Armani Smith",NA,"sa918911"
"Víctor Víctor Mesa",NA,"sa3008602"
"René Pinto",NA,"sa826668"
"Jhailyn Ortiz",NA,"sa920180"
"Miguel Aparicio",NA,"sa917275"
"Mark Contreras",NA,"sa3004164"
"Alberto Rodriguez",NA,"sa3005603"
"Joe McCarthy",NA,"18399"
"Jose Herrera",NA,"sa830295"
"Jake Rogers",NA,"19452"
"Erik González",NA,"13369"
"Michael Gettys",NA,"sa828692"
"José Devers",NA,"20540"
"Travis Blankenhorn",NA,"18395"
"Delvin Zinn",NA,"sa875884"
"Tanner Morris",NA,"sa3009873"
"Jake Hager",NA,"12198"
"Korry Howell",NA,"sa3008238"
"Billy McKinney",NA,"15654"
"César Puello",NA,"7216"
"Kameron Misner",NA,"sa3011656"
"Wyatt Mathisen",NA,"14555"
"Alex Isola",NA,"sa1170516"
"Josh Breaux",NA,"sa3008051"
"Ben Rortvedt",NA,"20287"
"Stephen Wrenn",NA,"sa738419"
"Johan Mieses",NA,"sa747574"
"Aaron Whitefield",NA,"19938"
"Tzu-Wei Lin",NA,"14678"
"Gilbert Lara",NA,"sa877337"
"Yadiel Rivera",NA,"11863"
"Drew Ferguson",NA,"sa875766"
"Vinny Capra",NA,"sa3006731"
"Michael Helman",NA,"sa3008280"
"Andruw Monasterio",NA,"sa830359"
"Eric De La Rosa",NA,"sa3006911"
"David Fry",NA,"sa3006787"
"Domingo Santana",NA,"10348"
"Mickey McDonald",NA,"sa3004173"
"Andrew Navigato",NA,"sa3010703"
"Andrew Knapp",NA,"14942"
"Derek Fisher",NA,"16192"
"Hunter Feduccia",NA,"sa3007872"
"Iván Herrera",NA,"sa3003191"
"Mike Tauchman",NA,"15274"
"TJ Hopkins",NA,"sa1053018"
"Ivan Johnson",NA,"sa1169627"
"Yasel Antuna",NA,"sa962601"
"Jake Suddleson",NA,"sa3014828"
"Evan Mendoza",NA,"sa3002836"
"Ryan Goins",NA,"9807"
"Carlos Cortes",NA,"sa3008079"
"Cade Marlowe",NA,"sa1170288"
"Carlos Rincon",NA,"sa917319"
"Brian O'Keefe",NA,"sa829152"
"Elliot Soto",NA,"11155"
"Marco Luciano",NA,"sa3010022"
"Taylor Motter",NA,"12399"
"Kevin Kramer",NA,"17689"
"Cristian Perez",NA,"sa917025"
"Rubén Tejada",NA,"5519"
"Quincy McAfee",NA,"sa1159899"
"Chance Sisco",NA,"15694"
"Michael Siani",NA,"sa3008182"
"Deivy Grullón",NA,"15988"
"Webster Rivas",NA,"14636"
"Nick Longhi",NA,"sa738434"
"Emilio Bonifácio",NA,"4054"
"Allan Cerda",NA,"sa3005504"
"Hunter Owen",NA,"20034"
"Juan Graterol",NA,"5398"
"Jesus Bastidas",NA,"sa916969"
"Simon Whiteman",NA,"sa1169809"
"Kelvin Melean",NA,"sa917141"
"Carlos Tocci",NA,"14558"
"Shin-Soo Choo",NA,"3174"
"Kevin Vicuña",NA,"sa872466"
"Bubba Starling",NA,"13356"
"Joey Rickard",NA,"13277"
"Micah Pries",NA,"sa3014830"
"Humberto Arteaga",NA,"13595"
"Neil Walker",NA,"7539"
"JT Riddle",NA,"17642"
"Aramis Garcia",NA,"16925"
"Nick Banks",NA,"sa873982"
"Ryan Dorow",NA,"23559"
"Alex De Goti",NA,"19477"
"Jeremy Rivera",NA,"sa829240"
"Daniel Schneemann",NA,"sa3006936"
"Luis Aviles Jr.",NA,"sa738445"
"Luis García",NA,"sa3007295"
"Sandy León",NA,"5273"
"Sandy León",NA,"5273"
"Ryan Boldt",NA,"sa738262"
"Daniel Johnson",NA,"19643"
"Daniel Johnson",NA,"19643"
"Alexander Canario",NA,"sa3003316"
"Chadwick Tromp",NA,"16953"
"Ben Ruta",NA,"sa918694"
"Francisco Peña",NA,"8298"
"Elier Hernandez",NA,"sa659238"
"Matt Kemp",NA,"5631"
"Nicky Delmonico",NA,"13157"
"René Rivera",NA,"3648"
"Bruce Maxwell",NA,"13866"
"José Osuna",NA,"12937"
"Robbie Podorsky",NA,"sa3004066"
"Robel García",NA,"13167"
"Zavier Warren",NA,"sa3014549"
