playerid,Name,Team,position,PA,AB,R,HR,RBI,SB,AVG,marginal_total_points,dollar_value,auction_value,status,NFBC_ADP,salary
18042,Dylan Moore,SEA,"2b, of",350.4,308.6,41.48321721662505,11.086801688593244,37.421534563447686,15.943315774170122,0.2092,-0.05873562756598405,-0.19890530725966052,-0.3034686984398744,,451.85,NA
16375,Oscar Mercado,CLE,of,358,322,41.880457484935405,8.84696415928051,35.21744356259938,10.979415782482455,0.2415,-0.10470927084422343,-0.3545927838569156,-0.541000197912032,,560.77,NA
15082,Adam Engel,CHW,of,353.4,322.2,41.67760974995897,11.01796222895732,38.25182990295138,9.764740787569046,0.2366,-0.10909652346359633,-0.3694499985738568,-0.5636677660866007,,620,NA
17273,Jorge Mateo,BAL,"2b, of",366.2,342,39.18936505661525,7.974331597598774,34.929963461081314,13.759945127421194,0.2338,-0.12286470631383728,-0.4160752710655458,-0.6348036797150197,drafted,399.77,2
12434,Kevin Pillar,NA,of,369,345.8,41.4341998141903,11.568579855258077,44.412456824822364,6.076759362462023,0.244,-0.14275080913378363,-0.4834185779393005,-0.7375489808192104,,679.54,NA
5222,Justin Upton,LAA,of,368.2,322.8,47.84457274037058,17.14631727033423,49.43756184025,3.36320752388159,0.22440000000000002,-0.17139943995642615,-0.5804357539274979,-0.8855675356233611,,584.38,NA
15161,Mitch Garver,MIN,catcher,371.4,323.2,49.39669855968085,16.81510741623377,49.77514209597955,0.980706725782235,0.2342,-0.19032968247780754,9.355457912978755,14.273569042853161,drafted,196.23,9
22581,Alejandro Kirk,TOR,catcher,329.8,292.2,41.890383208785785,12.432899108978905,44.28745370999807,0.39497005988023953,0.267,-0.1910538295764287,9.353005624527583,14.269827600280667,drafted,232.38,9
11680,Elias Díaz,COL,catcher,364.5,332,43.47927270809899,12.956782550618673,45.46085137795276,0.27120535714285715,0.26125,-0.23450491738389212,9.205860657677594,14.045329359448655,drafted,253.46,5
5452,Ji-Man Choi,TBR,1b,439.4,372,53.248281506546846,14.412136715029819,53.418107321663236,1.370798244393925,0.2294,-0.23572832875237412,-0.7982823646112122,-1.2179348731998398,,559.77,NA
13185,Orlando Arcia,ATL,ss,374.6,342,41.56775952198615,10.749804207363093,41.95760900620759,4.97865297079078,0.252,-0.24406445213331424,-0.8265122354945634,-1.2610050269937387,,747.08,NA
9929,Darin Ruf,SFG,"1b, of",365.2,316.6,45.448942203847565,14.378588170426958,46.88080930896929,1.6140735424292392,0.2452,-0.26244785180848623,-0.8887667122473558,-1.3559863288629868,,405.69,NA
27506,Ha-Seong Kim,SDP,"2b, 3b, ss",365.4,327.4,42.96686708682442,10.510000530485126,43.09516013543869,7.436142593894598,0.23700000000000002,-0.2685877016507966,-0.9095590110619205,-1.3877090211619496,,NA,NA
13367,Stephen Piscotty,OAK,of,446.2,404,46.991144376777434,13.815044162993715,51.35261500767664,2.9773399617840286,0.2306,-0.3356405669540377,-1.1366302339036058,-1.7341502971554545,,666.77,NA
18900,Leody Taveras,TEX,of,350.5,315.25,41.093199324897284,9.135603872266627,33.18098114198494,12.89348804893127,0.2275,-0.3544233464791775,-1.2002371908300702,-1.8311950703499504,,499.69,NA
20202,Brandon Marsh,LAA,of,405.2,362.4,45.27439903663849,8.40472788696011,37.61666985066377,7.755404029972845,0.2434,-0.3776809135951037,-1.2789977953389524,-1.951359677659529,,NA,NA
19352,Sean Murphy,OAK,catcher,424.4,371.6,50.55063872578322,16.621289486507738,53.39272341936941,0.4168337280453939,0.2258,-0.383312421234244,8.701931381657754,13.276487322972217,drafted,253.15,8
19293,Nick Senzel,CIN,of,285.4,258.6,36.811998422376156,7.647110866492193,31.65545700765226,7.221140717238462,0.26580000000000004,-0.3880517344085337,-1.314118068772871,-2.0049424795197655,drafted,409.92,NA
4940,Jason Heyward,CHC,of,398.8,353.8,45.35137771491369,10.796227547541198,44.211757279700635,4.378091736475169,0.24259999999999998,-0.406517053019231,-1.376649959962459,-2.100347031020824,,682.31,NA
6310,Alcides Escobar,WSN,ss,467.2,431.6,52.24060238366535,6.947679406707045,43.70190584740245,4.20218935566395,0.248,-0.4186155394936258,-1.417620887988433,-2.162856143387971,,NA,NA
16909,Colin Moran,NA,"1b, 3b",392,351.25,41.66097081191056,12.771686021215444,50.1121979617975,1.009419363536643,0.24875,-0.4239516799557879,-1.4356914646076187,-2.190426319580019,,639.23,NA
13338,Omar Narváez,MIL,catcher,437,385.4,48.54519287744678,11.69808063378125,48.51565933729857,0.22182741116751264,0.25,-0.42433853510114183,8.562998469513456,13.064518167398848,drafted,271.85,5
15487,Victor Reyes,DET,of,327.8,307.4,37.61221085516772,5.907198914796306,30.966135147883676,8.235774810666044,0.2652,-0.42896642536147767,-1.4526736527118853,-2.2163359475917805,,606.92,NA
20003,Keston Hiura,MIL,2b,357.75,318.75,43.385900908168914,14.296201479808223,44.34498052277337,4.8867651668817995,0.23,-0.44243717094642165,-1.4982916685674226,-2.285935095486901,,423.62,NA
3269,Robinson Canó,NYM,2b,368.2,339,41.5436584768898,11.048248631360888,46.005169216309035,0.5485521437398991,0.2612,-0.4506870791923436,-1.5262295761461857,-2.3285598025239675,,NA,NA
19599,Chas McCormick,HOU,of,336.5,298.5,41.540943102090026,11.482487825552747,40.62665055312911,5.664656399586168,0.24075,-0.4929487942877289,-1.6693467909392754,-2.5469129249014473,,NA,NA
13620,Carson Kelly,ARI,catcher,404.4,352.4,46.745830770941964,14.06042098146225,50.08804257294182,0.20119402985074625,0.23979999999999999,-0.5192892611306206,8.241452516604307,12.573937331913326,drafted,281.08,5
20493,Seth Beer,ARI,"1b, dh",359,317.6,42.991756729253694,12.187815274247178,43.685325496260774,0.6671968874411872,0.254,-0.5964126834064746,-2.0197221509764924,-3.081478623226887,,NA,NA
16424,Jordan Luplow,ARI,of,332.5,287.25,43.28512248993454,13.524307760892547,42.11020939657597,3.71807018346638,0.2365,-0.6007328172386265,-2.034352071229267,-3.10379940952744,,719,NA
12180,Jorge Alfaro,SDP,catcher,368.2,341.2,38.33401813773695,10.615715674503008,42.68687819186597,5.330491798991315,0.243,-0.6022972459313385,7.960350068124571,12.145060921606964,,381.54,NA
12775,Brad Miller,NA,"1b, ss",336.5,294,43.043605837015264,15.265799089887956,44.78938061762883,2.2344875187090176,0.23424999999999999,-0.6233422727672407,-2.1109178777977,-3.2206154260754,,553.54,NA
sa3010694,Riley Greene,DET,of,332.4,299,39.521884035964035,10.146180699300698,37.31314525474526,4.805864215784215,0.2516,-0.6379633421456514,-2.160431408472255,-3.2961579388217017,drafted,NA,1
18839,Josh Naylor,CLE,of,329.4,301,38.35396927908917,10.700923562130436,40.289838898466044,1.6715597675309772,0.26180000000000003,-0.6624957317106189,-2.2435091363598434,-3.422909156769226,,613.77,NA
20242,Kevin Smith,TOR,3b,314.8,287.4,39.04178486014923,12.706486764478273,39.94079087552225,6.588706804652635,0.231,-0.6683422359118227,-2.2633080346218724,-3.4531162234830255,,NA,NA
18365,Lewin Díaz,MIA,1b,350.25,323.5,39.6287762605042,16.162365869424693,45.86097729476406,1.306550985778927,0.23675,-0.6823953681047892,-2.310898274015542,-3.5257243816373256,,559.23,NA
4418,Jed Lowrie,NA,"2b, dh, ss",413.4,368.2,45.36603895108913,11.584112175189938,49.868247032671086,0.18211453744493392,0.2444,-0.6998276911831844,-2.3699319767586107,-3.6157917668787785,,NA,NA
16221,Bradley Zimmer,CLE,of,343.6,299.6,41.715202884167915,9.014663819621001,34.375758655836165,12.120601314996224,0.219,-0.7053768500057576,-2.3887239295541534,-3.644462542609072,drafted,429,3
7007,Yadier Molina,STL,catcher,421.25,389,40.74822368945699,9.743788073170697,48.51351339245679,2.2504627960891517,0.24725,-0.7062092910127546,7.608457050012532,11.608179740969925,drafted,310.69,4
14387,Harold Ramirez,CHC,of,290.75,271.75,32.84891341936572,7.717283864709852,35.11512525303644,2.522481865721997,0.279,-0.7106140799835087,-2.4064595506938753,-3.6715216791270735,,538.08,NA
12282,Rougned Odor,BAL,2b,370.2,332.4,43.66590604686517,17.366086981023276,48.40506668064584,3.576884134514573,0.213,-0.7106732487582018,-2.406659922832528,-3.671827385761845,,473.38,NA
23378,Jose Barrero,CIN,ss,299,271.5,35.64626769626769,8.960116749402463,35.38858016179445,6.678723110865969,0.25075000000000003,-0.7265681879254569,-2.4604873507489957,-3.753951587047496,drafted,NA,1
23378,Jose Barrero,CIN,ss,299,271.5,35.64626769626769,8.960116749402463,35.38858016179445,6.678723110865969,0.25075000000000003,-0.7265681879254569,-2.4604873507489957,-3.753951587047496,drafted,NA,1
22458,Taylor Walls,TBR,ss,375.6,328.8,42.32453860760965,7.0373232699036095,36.324372233331864,11.518423980532278,0.2242,-0.7324871800326234,-2.480531725731128,-3.784533176200005,,NA,NA
15730,Tyler Wade,LAA,"2b, ss",308.5,275.75,37.16739734359379,4.016496684369714,22.639459941934287,18.039626936226846,0.226,-0.7359768103593454,-2.4923491868041285,-3.8025630094915104,,429.15,NA
14936,Jaycob Brugman,NA,of,327,302,38,15,46,1,0.238,-0.8752403799940713,-2.963958400090453,-4.522094509681297,,NA,NA
12092,Niko Goodrum,NA,ss,339.5,304,39.47680153147086,9.695590206154646,33.72311451182613,10.907811023196391,0.22075,-0.8894478965850867,-3.012071454637422,-4.595500323947856,,586.15,NA
17022,Edmundo Sosa,STL,"2b, ss",369.4,337,40.51632012432012,7.585370063270063,36.04794827246827,4.40174126022126,0.2542,-0.9105403017836535,-3.083499845049239,-4.704478213822015,,453.46,NA
18819,Andy Ibáñez,TEX,2b,328.2,300.4,37.79428867697721,9.57576169379989,36.586746338237354,1.5232500187393767,0.2642,-0.91338135629962,-3.0931209361119834,-4.71915705785392,,NA,NA
13265,Mike Zunino,TBR,catcher,347.8,310.6,45.17194746881309,20.71510127169227,53.26480695686256,0.22294871794871796,0.2032,-0.9566459086642098,6.760365790119679,10.314251718919033,drafted,283.85,8
15170,Josh VanMeter,ARI,"2b, of",350.5,307,41.0721245185329,10.767104058891164,39.87916669557059,5.414229433702783,0.232,-0.9600914278808171,-3.2513022908534697,-4.960493453057238,,642.54,NA
19961,Colton Welker,COL,"1b, 3b",320.5,290.75,37.50339864206552,8.909283278528802,38.612179926318355,1.6149905614419682,0.262,-0.9673752685152792,-3.2759686580902967,-4.998126789561568,,NA,NA
sa3006892,Alek Thomas,ARI,of,286.8,260.6,33.95784363284903,6.266646283344681,30.857066308427193,5.569802408430338,0.265,-0.9853786035480947,-3.336936064667811,-5.091144415768896,drafted,NA,1
21622,Jake McCarthy,ARI,of,294.4,266,33.38636227490596,6.520209226228643,28.739444201968475,13.649210250375297,0.2278,-1.0064076276544518,-3.4081498181353598,-5.1997948352753145,,NA,NA
17452,Jose Siri,HOU,of,290.5,268.25,34.67959021712442,9.258906477699227,33.278034408591864,10.665595766142962,0.22575,-1.017599273173048,-3.4460497739690963,-5.257618582797437,,NA,NA
16337,Nick Gordon,MIN,of,276.5,255,30.893980836183914,5.605033507005734,28.26583061462987,10.01014758603479,0.2515,-1.0207951521016305,-3.456872460413371,-5.274130694083534,,NA,NA
12859,James McCann,NYM,catcher,396.2,360.2,42.133951272824206,11.37840293216047,46.02604880181261,2.011221367453019,0.23479999999999998,-1.0449432494778625,6.46135119825173,9.858046853101962,drafted,318.15,4
15941,Austin Nola,SDP,"1b, catcher",353.6,315.2,39.13593274088293,8.231113251803782,40.5299615883247,1.2205645289557532,0.25880000000000003,-1.064764022847338,6.394229126341447,9.755639088925967,drafted,350.15,3
19878,Adam Haseley,PHI,of,380.5,345.5,40.74698339703505,7.370347129370771,36.70233623630113,5.685242828116395,0.24225,-1.0898616933500933,-3.6907628975752877,-5.630976006664366,,745.92,NA
16535,Danny Jansen,TOR,catcher,331.6,290.8,43.763307065969016,13.684351780320908,43.539978050468946,0.5552991768223302,0.2344,-1.0926334931299242,6.2998505391118425,9.611646214016034,drafted,302.23,4
15937,Aledmys Díaz,HOU,"2b, 3b, ss",335.75,305.75,37.759575915111284,10.255663052234478,41.72230346506983,1.0020209225690815,0.25225,-1.105135430265933,-3.742486654690769,-5.709890649347904,,539.77,NA
15794,Yonathan Daza,COL,of,330.4,306.6,34.68742412632068,3.5637287820736097,30.47277046325322,4.3322563566701495,0.2746,-1.1447771750457516,-3.8767314691669714,-5.914707200915393,,718.08,NA
12649,Alex Dickerson,NA,of,295,265,36.51643511835919,12.080012859135177,38.37092606340053,1.0039161072703044,0.25075000000000003,-1.1550525154319602,-3.9115284028410073,-5.9677966851390245,,720,NA
8623,Donovan Solano,NA,2b,351.6,322.4,36.55198049191488,6.209544444459451,35.96340901730941,0.9749154135166609,0.2722,-1.1746359674432676,-3.977846797671095,-6.06897828375487,,705.38,NA
19627,Brent Rooker,MIN,of,351,308.4,44.06103910512098,15.534010081405413,44.785916899315616,0.8531330116775918,0.2214,-1.216791028753093,-4.1206028346771015,-6.286780359232387,,696.54,NA
17719,Steven Duggar,SFG,of,341.75,308,39.34106149711203,6.738742641158421,33.681690592373215,7.43657211664747,0.23675,-1.2460953438999947,-4.219840453306107,-6.438186630771953,,672.77,NA
17468,Kelvin Gutierrez,BAL,3b,411,378,41.00660545813203,8.037788968660998,38.996186198613515,3.909428266550145,0.24,-1.2741957541817133,-4.315001107458115,-6.583372700746938,,721.31,NA
4579,Starlin Castro,NA,"2b, 3b, ss",302.5,279.25,32.19496407574017,7.802416554079074,35.360407247403685,0.774881505344454,0.27025,-1.3006574098056853,-4.404612199747417,-6.72009183568339,,746.08,NA
17710,Matt Beaty,LAD,"1b, of",298.4,267.4,37.3898882739389,7.820867189308489,37.98582146202895,2.3843543974296018,0.2524,-1.3166136773855135,-4.458647313309754,-6.802532901780267,,604.15,NA
21454,Lars Nootbaar,STL,of,317.4,283,36.28042917410996,9.235324299127253,34.114150039998314,3.6576749610542714,0.248,-1.3178723620567492,-4.462909786899466,-6.809036133545297,,NA,NA
10847,Andrelton Simmons,NA,ss,437.25,401.25,43.17888487950431,4.448239789453772,37.38714102921021,3.728205886656958,0.2495,-1.3561690796199732,-4.5925997330125305,-7.006903348301366,,668,NA
10882,Jared Hoying,NA,of,323.5,299,34.66373646826834,9.17650861201658,33.67432039518693,8.595552134894763,0.2245,-1.39253775173467,-4.715760448261091,-7.194808952582769,,NA,NA
19522,TJ Friedl,CIN,of,288.5,255,34.3524388583115,6.903773514221628,27.8663277288749,6.459805006314441,0.2495,-1.411686505336382,-4.780606758356428,-7.29374459987332,,NA,NA
9166,Buster Posey,NA,catcher,335,297,37.60623377611273,7.734028088124828,34.1405737432133,0,0.2655,-1.435220250169304,5.139697374910831,7.841607115605384,drafted,NA,NA
15983,Clint Frazier,CHC,of,334,292.4,39.62848102750976,11.481098342519493,39.10019485223262,2.8964149274803845,0.2306,-1.4359894209457305,-4.862907384005699,-7.419310197346127,,395.54,NA
15722,Allen Córdoba,CIN,"of, ss",314,285,34.79228972703351,4.375167763957433,29.37849662358523,7.500998657888339,0.247,-1.5154008652610318,-5.1318303254303705,-7.829604402860867,,NA,NA
16219,J.D. Davis,NYM,"3b, of",296.2,259.6,36.665902404018965,10.099089482578426,35.958241984727294,0.8826791811359023,0.25,-1.5159991602901324,-5.133856422052245,-7.832695606978167,,411.92,NA
sa829219,Alec Keller,NA,of,318,295,35,4,26,5,0.264,-1.532000831835998,-5.188045293907287,-7.915371261229598,,NA,NA
16426,Thairo Estrada,SFG,"2b, ss",271.4,249.8,32.4338445598864,7.4494139198323674,30.120655613170168,3.346998919858959,0.2582,-1.546271149695991,-5.2363710218557324,-7.989101550097806,,701.08,NA
20056,Alan Trejo,COL,"2b, ss",320.75,298,35.833096494515594,9.233750989823491,36.60499178121518,2.313989775239012,0.2445,-1.5655452780547747,-5.301641907385289,-8.088684969718754,,NA,NA
21501,Trevor Larnach,MIN,of,378,333.4,42.92297218065966,11.157931473180465,41.12744095193569,1.3265332689650582,0.2286,-1.5765699298228022,-5.338976347115022,-8.145645912530469,drafted,NA,6
10059,Max Stassi,LAA,catcher,365.25,322.75,42.111089661106384,13.984799954127714,42.568213605258684,0.229428391959799,0.22375,-1.5833082631622435,4.638204619210849,7.076482464352982,drafted,292.69,4
9927,Brett Gardner,NA,of,363.2,314,41.08307242841049,8.811111148806429,35.450772354984984,4.835847729912761,0.22740000000000002,-1.618547948082645,-5.4811328365599605,-8.362533261696674,,NA,NA
15905,Luis Torrens,SEA,"catcher, dh",346.5,315,36.64055120877062,11.806678691904047,41.138593984257874,0.30078125,0.23725,-1.630959002265847,4.476837740276857,6.830285932967946,drafted,408.62,1
12984,Jackie Bradley Jr.,BOS,of,376.8,336,42.628529671001935,9.019494769620126,37.5160645886424,5.938458829528187,0.2164,-1.6348808258168324,-5.53644332184427,-8.446920155191654,drafted,589.23,2
19698,Edward Olivares,KCR,of,230,210.2,26.219260891397678,6.474495520188912,25.68403619966749,6.005402564975293,0.2574,-1.684975337782509,-5.706085917104905,-8.705742900009122,,586.46,NA
sa3005720,Julio Rodríguez,SEA,of,252,228.5,24.016827511879683,6.046514476069172,21.981947778376526,4.624773428697399,0.27225,-1.7060612471779604,-5.777492309799696,-8.814687228091259,,NA,NA
3086,Mitch Moreland,NA,"1b, dh",297.75,267.25,35.37615293546679,12.897245279134067,40.39975631587954,0.1948625654450262,0.23375,-1.7315753397821667,-5.8638945266346125,-8.94651059995827,,NA,NA
4062,Dexter Fowler,NA,of,355.2,307.8,39.75001650112236,9.487487542508413,36.365265114118685,5.25409895261262,0.2198,-1.7466553782167653,-5.914962333392133,-9.024424462903376,,NA,NA
19683,Mike Brosseau,MIL,"2b, 3b",301.25,269.75,35.53872880674009,10.500863660681665,35.01948700675923,2.7175106455625726,0.235,-1.7654301409546789,-5.978542141863859,-9.121427815854554,,634.31,NA
19858,Luis Rengifo,LAA,2b,269,242.8,31.60113145229333,6.667375718243233,28.02242847510187,6.084039912911376,0.244,-1.7881519777930652,-6.055488522197769,-9.238824471636635,,708.92,NA
9627,Yan Gomes,CHC,catcher,287.6,263,33.19924946653829,9.643236181902227,36.726748209306386,0.736286972665965,0.2472,-1.7884307055409894,3.9435675800243435,6.016678675935876,drafted,356.54,2
13723,Jacob Stallings,MIA,catcher,403,358.25,39.24328533974848,7.99043663169614,40.318696263167965,0.5140306122448979,0.24175,-1.7902189723614592,3.9375117025930817,6.007439258107887,drafted,372.08,3
14111,Eric Haase,DET,catcher,331.4,300.8,37.4302102262054,14.51345894724934,43.009962159322306,0.9536274998876629,0.2172,-1.795541001528414,3.9194889131794715,5.979941990584179,drafted,312.23,NA
14111,Eric Haase,DET,catcher,331.4,300.8,37.4302102262054,14.51345894724934,43.009962159322306,0.9536274998876629,0.2172,-1.795541001528414,3.9194889131794715,5.979941990584179,drafted,312.23,NA
14553,Nomar Mazara,NA,of,309.8,280.4,34.353578321319304,9.793770687212385,37.01618410659621,1.1362130431808086,0.2422,-1.81714720631155,-6.153679434196696,-9.388633788811058,,NA,NA
16623,Greg Allen,PIT,of,234,207.4,26.746129602662783,3.151366756812981,20.579085708342003,10.675500312044935,0.2462,-1.861673507698427,-6.3044655588285226,-9.618687323406176,,672.54,NA
16623,Greg Allen,PIT,of,234,207.4,26.746129602662783,3.151366756812981,20.579085708342003,10.675500312044935,0.2462,-1.861673507698427,-6.3044655588285226,-9.618687323406176,,672.54,NA
17932,Andrew Stevenson,WSN,of,288.5,262.5,32.539069349151895,5.962649490184868,29.414614898989903,4.200075042881647,0.24975,-1.8808066616726116,-6.369259041554254,-9.71754237227873,,NA,NA
22165,Ryan Vilade,COL,of,265.75,242.75,29.480516403885968,4.593170688007644,24.35195194298455,4.764581342570473,0.26125,-1.8918404037658136,-6.406624265222065,-9.774550281970063,,NA,NA
10322,Danny Santana,NA,"1b, of",232.8,213,28.027956912742216,8.185059323500568,27.647738848399772,6.867545782615106,0.2364,-1.9108682857543484,-6.47106124955799,-9.872861423272523,,NA,NA
sa3011443,Bryson Stott,PHI,ss,298.4,266.6,34.423380015311,6.763084898316338,30.469261204773595,3.398984101599165,0.246,-1.9313317307340543,-6.5403596971945115,-9.978589671542467,,NA,NA
13836,Matt Duffy,NA,3b,258.5,231,28.727976665337057,3.4405581039755355,22.531144462172584,4.220766852812126,0.26875000000000004,-1.9624217183675745,-6.6456444076710826,-10.139221956794836,,600.54,NA
17326,Cole Tucker,PIT,"of, ss",335.4,299.6,36.063253234446805,5.5655133034032085,29.109849517831734,7.58734210943708,0.22820000000000001,-1.9707076688048906,-6.673704370354229,-10.182032882611963,,617.69,NA
10711,Arismendy Alcántara,NA,of,293.5,269,31.213260055018026,9.481606312843862,33.98866142572567,5.395937084993359,0.2255,-1.9751366217884996,-6.688702801298951,-10.204915903583812,,NA,NA
14593,David Bote,CHC,"2b, 3b",281,248.6,33.537853477705404,9.9548125885745,35.52104362577753,1.36948289944918,0.2376,-2.0157042271244734,-6.826082996906389,-10.414516088349018,,702.92,NA
15878,Miguel Andújar,NYY,of,217.2,202.6,26.88523328016912,8.00261744660283,27.49966592284584,0.996767864875486,0.2632,-2.0396443310032546,-6.9071549785156385,-10.538207150582881,,658.92,NA
19956,Mickey Moniak,PHI,of,320,292.25,34.85757640100199,9.165672813672241,35.84668006797227,3.6676185165561686,0.22525,-2.075217534283064,-7.02762187776911,-10.722002815088775,,NA,NA
27461,Shogo Akiyama,CIN,of,261.6,234.6,30.110129011167473,4.888226259899398,24.586107540942116,4.4139407987008195,0.2538,-2.1346963194455766,-7.2290438515939455,-11.029311177424313,,NA,NA
21524,Joey Bart,SFG,catcher,337.2,311,36.439333280482,8.634501347708895,35.826274774060565,1.4041089265895037,0.234,-2.1465047548392246,2.730967464066375,4.166621560881531,drafted,311.77,3
16530,Mauricio Dubón,SFG,"2b, of",234.5,216.25,25.783329689322006,5.9366398398023215,23.71148332083958,3.809860000555278,0.259,-2.154646289824149,-7.296603442806506,-11.132386462316743,,650.46,NA
14950,Johan Camargo,PHI,"2b, 3b",254.8,231.6,29.562500207487528,8.266068904566755,30.292491612067913,0.29456647398843927,0.2524,-2.262943145538201,-7.6633454059677835,-11.69192259414327,,735.31,NA
13110,Yoenis Céspedes,NA,"dh, of",248,223.5,28.992145702902672,10.49548743800309,32.48660866737133,2.012391251321245,0.2345,-2.2711180144632297,-7.691029196585558,-11.734159596375145,,NA,NA
4962,Asdrúbal Cabrera,CIN,"3b, ss",295.6,262.8,32.56593086536646,8.792497026081298,35.699061874708,1.0577727906607695,0.2356,-2.2917359402660464,-7.760850785914097,-11.840685998955617,,735.77,NA
17548,Taylor Ward,LAA,of,231.6,204.4,28.52697392168326,8.76477437129184,26.682148815439394,1.6806983858406546,0.2486,-2.3102240940218155,-7.823460007196765,-11.936208532540816,,718.85,NA
16403,Francisco Mejía,TBR,catcher,282,257.25,30.525486448860846,8.28042340059077,33.063692808124436,0.5452980625931446,0.24425,-2.3358277675075754,2.089834414729014,3.1884485061263668,,462.69,NA
16403,Francisco Mejía,TBR,catcher,282,257.25,30.525486448860846,8.28042340059077,33.063692808124436,0.5452980625931446,0.24425,-2.3358277675075754,2.089834414729014,3.1884485061263668,,462.69,NA
16930,Jonah Heim,TEX,catcher,305.2,279.8,31.425442065902352,8.580282336000574,33.22167563625357,1.577470172046462,0.2368,-2.3433297918576876,2.0644291790949487,3.1496878823016665,drafted,441,1
1433,Wilson Ramos,NA,catcher,219.5,202.5,23.33523330605221,7.561031541173508,27.839458338579703,0.3325757575757576,0.2625,-2.346736643625232,2.0528920435318647,3.132085740049711,,746.15,NA
sa3003305,Oswald Peraza,NYY,ss,197.5,182.5,22.208648385206068,4.150868578953052,19.547293184357695,7.543413423607381,0.2505,-2.3485672472243637,-7.953307205313261,-12.134315665786069,drafted,NA,1
21534,Cal Raleigh,SEA,catcher,288,265.2,30.985675787665986,10.792396117031654,35.767358268368966,1.5039624317288551,0.2268,-2.3594636147460557,2.0097927832331917,3.066329443213019,,NA,NA
sa3004378,Drew Waters,ATL,of,243.8,221.2,27.45353327275555,5.440541848167275,21.690392962368637,7.697722491017486,0.236,-2.371614100036104,-8.03135423621861,-12.253391577898476,drafted,728.38,1
19931,Luke Williams,PHI,of,283.6,257,30.414738171728118,4.615413188520012,25.55482356887216,8.396461329163754,0.2266,-2.376578369784684,-8.048165490998375,-12.279040413907145,,NA,NA
16947,Derek Hill,DET,of,248,228.25,27.90369374086043,5.045010406538452,21.92272777681779,7.5536281035856785,0.23525,-2.4355145059460126,-8.247749810731689,-12.583545077824475,,750.46,NA
sa3004693,Heliot Ramos,SFG,of,254,233.25,28.068429241279183,6.196327952053064,24.67678422555376,5.178660783996179,0.2385,-2.4628611549716903,-8.340357889548313,-12.724836698096881,,NA,NA
sa3007512,Travis Swaggerty,PIT,of,249,223,26.92551186975007,6.241413015350434,23.16002437217302,6.1612650702581755,0.23675,-2.468094750776642,-8.358081203741003,-12.751877057975642,,NA,NA
14137,Tim Lopes,COL,of,234.66666666666666,214.66666666666666,28.29286978360483,2.996507135762196,28.254524531751194,4.319766917911253,0.24766666666666667,-2.473787154321669,-8.377358247727596,-12.781287934583085,,NA,NA
12907,Gregory Polanco,NA,of,208.25,185.25,24.02505372231935,8.381273674242424,25.170368043414918,6.765697843822845,0.227,-2.493583134480086,-8.444396358650861,-12.883567599957692,,750.31,NA
19953,Josh Lowe,TBR,of,211.8,188,25.594023879125736,5.804953550426595,25.207330551684286,6.231969679458854,0.235,-2.525744421398278,-8.553308971343093,-13.04973495503108,drafted,NA,1
12037,Jon Berti,MIA,"3b, of",223.2,193.8,26.55604529500279,3.34945573049643,18.113328096982197,8.809332059870831,0.2382,-2.534763808796577,-8.583852682138335,-13.09633532124683,,602.85,NA
sa874209,Corey Bird,NA,of,327,298,29,5,21,10.999999999999998,0.215,-2.557236168307753,-8.659954219802142,-13.212443005361864,,NA,NA
17338,Willi Castro,DET,"2b, ss",231.6,213,25.582302865424126,5.5073466115388365,22.554447307837986,4.031796875004565,0.249,-2.562852446173455,-8.67897346792847,-13.241460564288369,,541.38,NA
sa875606,Mylz Jones,NA,of,336,314,30,7,24,9,0.213,-2.5647119952329582,-8.685270739148216,-13.251068275249466,,NA,NA
12325,Jace Peterson,MIL,"2b, of",243,211.4,28.014963620230702,5.360909494232476,25.088478260869568,5.824868677905945,0.2344,-2.5702092184138534,-8.703886814453488,-13.279470715691012,,528.69,NA
19948,Cristian Pache,ATL,of,260.5,239.75,30.181178751966574,6.6950477665790995,26.33058523328089,4.016413788728165,0.23399999999999999,-2.5954301198775362,-8.789296153944479,-13.409779260229264,,637.92,NA
sa872839,Diego Castillo,PIT,ss,246,225,27.125784087157477,7.370254209310004,24.22235061076263,1.8476394849785407,0.248,-2.6187867674945475,-8.86839228968591,-13.530455785636105,,NA,NA
sa1115829,Kyle Stowers,BAL,of,249.5,224,33.03484320557491,5.578252032520325,34.04907084785133,1.2677845528455285,0.2365,-2.6297493383655954,-8.905516495518427,-13.587095975783974,,NA,NA
6887,Martín Maldonado,HOU,catcher,401.4,351,43.61352430450737,11.793953686214776,42.623283872464164,0.5904065118050267,0.1962,-2.6336061020320773,1.0814227644520646,1.6499205743318839,,569.69,NA
9785,Kyle Seager,NA,3b,374.6666666666667,335.6666666666667,27.8067097021639,10.219197610768465,34.85090710142108,1.1086547599910885,0.22733333333333333,-2.6355024569240366,-8.924999147904876,-13.61682054796019,,NA,NA
sa3004139,MJ Melendez,KCR,catcher,210.5,187.5,25.606315337790463,8.903518434667296,27.866777599680656,1.6622108294607165,0.2405,-2.6366869320026276,1.0709896856325938,1.6340028851878117,,NA,NA
15124,Tim Locastro,NA,of,203.6,179.6,24.569439123604134,3.40828261646846,17.931677828889878,8.092294940844221,0.2408,-2.6451923734947473,-8.957813572687389,-13.666885329619348,,NA,NA
